CLAVE DE INMUEBLE,TECNOLOGIA INSTALADA,ANCHO DE BANDA CONTRATADO 2014,INSTITUCION,NOMBRE DEL CENTRO,TURNO/HORARIO,NIVEL,REGION,MUNICIPIO,LOCALIDAD,DOMICILIO,CODIGO POSTAL,LONGITUD,LATITUD,ESTATUS
1400855X, iMAX,2 MB,SEJ,LAZARO CARDENAS,MATUTINO,PREESCOLAR,VALLES,SAN MARTIN HIDALGO,LAZARO CARDENAS,CONOCIDO,46772,103¡58'10.86, 20¡26'28.60 ,SIN SERVICIO
1410632E, iMAX,2 MB,SEJ,EMILIANO ZAPATA SALAZAR,MATUTINO,PRIMARIA,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,RAMON CORONA ENTRE 16 DE SEPTIEMBRE Y ARENAL ,45610,-103.3955556,20.5976667,SIN SERVICIO
1401300B, iMAX,2 MB,SEJ,COYOTILLOS,MATUTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,COYOTILLOS,CONOCIDO,47600,-102.6795806,20.9619389,SIN SERVICIO
1410456A, iMAX,2 MB,SEJ,AMERICAS UNIDAS,MATUTINO,PRIMARIA,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,CARDENAL ENTRE MOJONERA Y COLIMA,45590,-103.34025,20.6088889,ACTIVO
1402575K, iMAX,2 MB,SEJ,RAMON ALMARAZ GOMEZ,VESPERTINO,PRIMARIA,ALTOS SUR,ACATIC,ACATIC,PEDRO MORENO 15 ,45470,-102.91,20.7786,SIN SERVICIO
1407862H, iMAX,2 MB,SEJ,VICENTE GUERRERO,MATUTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,CEREZO 1318,44900,-103.3744028,20.660775,SIN SERVICIO
1403283H, iMAX,2 MB,SEJ,JOSE MA MERCADO,VESPERTINO,PRIMARIA,ALTOS SUR,SAN IGNACIO CERRO GORDO,PASTORES,CONOCIDO LOS PASTORES,47190,-102.4994444,20.7625,SIN SERVICIO
1403242G, iMAX,2 MB,SEJ,MARGARITA MAZA DE JUAREZ,MATUTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,PRESA DE GOMEZ,PRESA DE GOMEZ,47700,-102.5583333,20.8719167,SIN SERVICIO
1403456E,ADSL,2 MB,SEJ,CECYTEJ 11,MATUTINO,BACHILLERATO,CIENEGA,ATOTONILCO EL ALTO,ATOTONILCO EL ALTO,JOSE ESTRADA GUTIERREZ 2,47752,-102.5087417,20.5505694,SUSPENDIDO
1412243H, iMAX,2 MB,SEJ,NOMBRE EN TRAMITE,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZUÑIGA,EL CAPULIN,AURORA BOREAL SN,45655,-103.2759167,20.4744167,ACTIVO
1404117D, iMAX,2 MB,SEJ,FRANCISCO VILLA,MATUTINO,PRIMARIA,CIENEGA,AYOTLAN,LOS FRESNOS (LA OFICINA),CONOCIDO,47930,-102.3670694,20.5886222,ACTIVO
1408065G, iMAX,2 MB,SEJ,JOSEFA ORTIZ DE DOMINGUEZ,MATUTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,GAUGUIN 4180,44990,-103.3498056,20.6130556,ACTIVO
GOB_VALLEGPE, iMAX,2 MB,GOB,PRESIDENCIA MUNICIPAL,MATUTINO,PRESIDENCIA MUNICIPAL,ALTOS SUR,YAHUALICA DE GONZALEZ GALLO,YAHUALICA DE GONZALEZ GALLO,CALLE JUAREZ 28,47300,-103.0475,21.8575,SIN SERVICIO
1410214E, iMAX,2 MB,SEJ,SALVADOR HERMOSO .,MATUTINO,SECUNDARIA,CENTRO,IXTLAHUACAN DEL RIO,TREJOS,LOS TREJOS,45280,-103.1954167,20.7908056,ACTIVO
CR_013, iMAX,2 MB,CR,N/D,N/D,N/D,CENTRO,GUADALAJARA,     BASE GDL: CANACO,CONOCIDO,N/D," 103¡21'53.8"" ",20¡42'13.7 ,SIN SERVICIO
1409062A, iMAX,2 MB,SEJ,BENITO JUAREZ GARCIA,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZUÑIGA,SANTA CRUZ DEL VALLE,J JESUS LOPEZ SALCIDO 20 ENTRE SAN PABLO Y SANTA ROSA ,45655,-103.3318056,20.5640278,SIN SERVICIO
PP_087_01, iMAX,2 MB,GOB,N/D,N/D,N/D,SURESTE,TECALITLAN,N/D,N/D,N/D,"103¡18'25.43"" ",19¡28'15.49 ,SIN SERVICIO
1407495K,ADSL,10 MB,SEJ,20 DE OVIEMBRE,MATUTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,20 DE OVIEMBRE,44100,-103.3451778,20.6656944,SUSPENDIDO
1403860X,ADSL,2 MB,SEJ,EMILIANO ZAPATA,MATUTINO,PRIMARIA,CIENEGA,OCOTLAN,NUEVO FUERTE (LAS LADRILLERAS),EMILIANO ZAPATA 9,47899,-102.7734306,20.3378306,SUSPENDIDO
DIF_CDI_090, iMAX,2 MB,DIF,CAIC LA LADRILLERA,N/D,PREESCOLAR,CENTRO,TONALA,N/D,"BENITO JUAREZ 3, COL .LA LADRILLERA, TONALA C.P.45400",45400,-103.2317778,20.5980278,SIN SERVICIO
UDG_287,ADSL,2 MB,UDG,ESC. PREPA. MODULO TOTOTLAN,N/D,ESC. PREPA. MODULO TOTOTLAN,CIENEGA,TOTOTLAN,N/D,HIDALGO 180,N/D,-102.793056,20.5425,SUSPENDIDO
1410601F, iMAX,2 MB,SEJ,JOAQUIN BAEZA ALZAGA,MATUTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,PEDRO DE CEVALLOS 171,45606,-103.3699722,20.6078056,ACTIVO
SC_220, iMAX,2 MB,SC,23 DE ABRIL,9:00 a 15:00,MUNICIPAL,CENTRO,TONALA,ZALATITAN,JUAREZ # 100,45400,-103.250633,20.626679,SIN SERVICIO
1404423D,ADSL,2 MB,SEJ,EMILIANO ZAPATA,MATUTINO,PRIMARIA,SURESTE,TAMAZULA DE GORDIANO,VISTA HERMOSA (SANTA CRUZ DEL CORTIJO),INDEPENDENCIA 102,49657,-103.3407028,19.6908833,SUSPENDIDO
423BI, iMAX,2 MB,GOB,BIBLIOTECA PUBLICA PETRONILO GONZALEZ ESTRADA,N/D,N/D,VALLES,TEUCHITLAN,TEUCHITLAN,HILARIîNI ROMERO GIL # 14,N/D,-103.263843,20.693755,SIN SERVICIO
4063SP, iMAX,2 MB,GOB,UNIRSE 04 CIENEGA,8:30 - 16:30 horas,SEPLAN,CIENEGA,OCOTLAN,OCOTLAN,AV. UNIVERSIDAD O. 950 COL. SAN FELIPE C.P. 47820 ,47820,-102.76421,20.400085,ACTIVO
1410883J, iMAX,2 MB,SEJ,MIGUEL ALEMAN VALDES,MATUTINO,PRIMARIA,CENTRO,TONALA,TONALA,LOMA TECALITLAN SUR ,45410,-103.2595,20.6298889,ACTIVO
1412165H,ADSL,2 MB,SEJ,ESCUELA PREPARATORIA REGIONAL DE SAN MARTIN HIDALGO,DISCONTINUO,BACHILLERATO,VALLES,SAN MARTIN HIDALGO,SAN MARTIN DE HIDALGO,ALAMEDA AL PANTEON 250,46700,-103.9241694,20.4316111,SUSPENDIDO
1409755G, iMAX,2 MB,SEJ,JUAN ESCUTIA,NOCTURNO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,"PIPILA 151, COLONIA LA MARTINICA, ZAPOPAN, JALISCO, ENTRE LAS CALLES LEîN DE LA TORRE Y EMILIANO ZAPATA",45180,-103.3648667,20.7466,ACTIVO
1403948E,ADSL,2 MB,SEJ,BENITO JUAREZ,MATUTINO,PRIMARIA,CIENEGA,TIZAPAN EL ALTO,TIZAPAN EL ALTO,RIO SANTIAGO,49400,-103.0437528,20.1589194,SUSPENDIDO
1410042A, iMAX,2 MB,SEJ,GREGORIO TORRES QUINTERO,MATUTINO,PRIMARIA,CENTRO,ZAPOPAN,EMILIANO ZAPATA,TALA KM. 30,45185,-103.6271028,20.7186139,SIN SERVICIO
1403580J,ADSL,2 MB,SEJ,EMILIANO ZAPATA,MATUTINO,PRIMARIA,CIENEGA,LA BARCA,GUADALUPE DEL LERMA,MORELOS 1,47925,-102.3617917,20.3411333,SUSPENDIDO
1408256K,ADSL,10 MB,SEJ,PLAN DE GUADALUPE,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,J JESUS ORTIZ,44220,-103.3531556,20.7066417,SUSPENDIDO
1408498G,ADSL,10 MB,SEJ,JUSTO SIERRA,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,MONTE BLANCO 1363,44350,-103.3188306,20.692175,SUSPENDIDO
1409162B, iMAX,2 MB,SEJ,LAZARO CARDENAS DEL RIO,VESPERTINO,PRIMARIA,CENTRO,VILLA CORONA,JUAN GIL PRECIADO (LA LOMA),MORELOS 47,45740,-103.7276611,20.3727972,ACTIVO
1409572H, iMAX,2 MB,SEJ,IDOLINA GAONA DE COSIO,VESPERTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,INGENIERO GOMEZ 2531 ENTRE SALOMON Y SANZON ,45070,-103.4269167,20.5910278,SIN SERVICIO
1403439B,ADSL,2 MB,SEJ,MARGARITA MAZA DE JUAREZ,MATUTINO,PRIMARIA,ALTOS SUR,YAHUALICA DE GONZALEZ GALLO,YAHUALICA DE GONZALEZ GALLO,DOM CON,47300,-102.890975,21.1822083,SUSPENDIDO
UDG_253, iMAX,2 MB,UDG,MîDULO  JESUS MARIA,N/D,N/D,ALTOS SUR,JESUS MARIA,N/D,"JALISCO ESQ. AL ROBLE # 258, JESUS MARIA, JAL.",N/D,-102.22833,20.603687,ACTIVO
1400689G, iMAX,2 MB,SEJ,RANCHO DE ARRIBA,MATUTINO,PREESCOLAR,NORTE,CHIMALTITAN,RANCHO DE ARRIBA,CONOCIDO,46300,-103.6412722,21.8582889,SIN SERVICIO
PS_011, iMAX,2 MB,GOB,COORDINACION DE PROCURADURIA SOCIAL EN CIUDAD GUZMAN,N/D,N/D,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,MTRA. REFUGIO BARRAGAN DE TOSCANO #14 INT. 3 Y 4 COL. CENTRO C.P 49000,49000,-103.464131,19.705748,SIN SERVICIO
1400497J, iMAX,2 MB,SEJ,"MESA DE MARIA DE LEON, LA (LA MESA",MATUTINO,PREESCOLAR,NORTE,HUEJUCAR,LA MESA DE MARIA DE LEON,CONOCIDO,46280,-103.2918222,22.3107694,SIN SERVICIO
SC_259, iMAX,2 MB,SC,BIBLIOTECA PUBLICA MUNICIPAL,09:00 A 20:00,MUNICIPAL,CENTRO,ZAPOPAN,TABACHINES,AV.. ARAUCARIAS #. 3145-A,45180,-103.363615,20.744298,ACTIVO
SSJ_355,ADSL,10 MB,SSJ,C.S. DR. ROBERTO MENDIOLA ORTA,N/D,N/D,COSTA ORTE,PUERTO VALLARTA,PUERTO VALLARTA,RIVERA DEL RIO # 200 PUERTO VALLARTA,48380,-105.2311111,20.6133333,SUSPENDIDO
1406004A, iMAX,2 MB,SEJ,ESTEFANIA CASTAÑEDA,MATUTINO,PREESCOLAR,COSTA SUR,CASIMIRO CASTILLO,EJIDO MODELO,CONOCIDO,48930,-104.5135111,19.5394972,ACTIVO
1401551G, iMAX,2 MB,SEJ,ESC. SEC. TEC. O. 61,MATUTINO,SECUNDARIA,NORTE,VILLA GUERRERO,VILLA GUERRERO,CONSTITUCION S/N.,46100,-103.59405,21.9835611,SIN SERVICIO
1407914G,ADSL,10 MB,SEJ,ANTONIO AGUILAR RAMIREZ,MATUTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,DAMIAN CARMONA 1813,44700,-103.3059083,20.6933556,SUSPENDIDO
JCSSA002936,ADSL,10 MB,SSJ,MODULO JALOSTOTITLAN,N/D,N/D,N/D,JALOSTOTITLAN,JALOSTOTITLAN,RAMON CORONA 174,47120,-102.4652778,21.1683333,SUSPENDIDO
1402823G,ADSL,10 MB,SEJ,CECYTEJ 3,MATUTINO,BACHILLERATO,ALTOS SUR,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS,NARDOS 855,47600,-102.7753194,20.8021111,SUSPENDIDO
1403237C, iMAX,2 MB,SEJ,MOCTEZUMA,MATUTINO,PRIMARIA,ALTOS SUR,ARANDAS,BAJIO SECO,CONOCIDO,47180,-102.3909611,20.7097306,ACTIVO
1404792F,ADSL,10 MB,SEJ,RAFAEL RAMIREZ,MATUTINO,PRIMARIA,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,HIDALGO 825,49000,-103.4633139,19.7222972,SUSPENDIDO
1404887C, iMAX,2 MB,SEJ,CELSO VIZCAINO,MATUTINO,PREESCOLAR,SUR,SAYULA,SAYULA,MANUEL AVILA CAMACHO,49300,-103.6012889,19.8836667,SIN SERVICIO
JCSSA003810,INALAMBRICA,2 MB,SSJ,SAN SEBASTIAN TEPONAHUASTLAN,N/D,N/D,NORTE,MEZQUITIC,SAN SEBASTIAN DE TEPONAHUASTLAN,FRENTE AL ALBERGUE,46040,-104.0636111,22.0808333,SUSPENDIDO
1401980B,ADSL,2 MB,SEJ,MARIA DEL CARMEN RODRIGUEZ LEAL,MATUTINO,ESPECIAL,ALTOS ORTE,OJUELOS DE JALISCO,OJUELOS DE JALISCO,ALVARO OBREGON,47540,-101.5934417,21.866625,SUSPENDIDO
1407952G,ADSL,10 MB,SEJ,HIMNO ACIONAL,MATUTINO,SECUNDARIA,CENTRO,GUADALAJARA,GUADALAJARA,EMILIO RABAZA S/N,44770,-103.2770111,20.6764472,SUSPENDIDO
1408884D,ADSL,2 MB,SEJ,CUAUHTEMOC,MATUTINO,PRIMARIA,CENTRO,ACATLAN DE JUAREZ,ACATLAN DE JUAREZ,BENITO JUAREZ 122,45700,-103.5908833,20.4288083,SUSPENDIDO
1402940K, iMAX,2 MB,SEJ,BENITO JUAREZ,MATUTINO,PREESCOLAR,ALTOS SUR,YAHUALICA DE GONZALEZ GALLO,MANALISCO,MACLOVIA GONZALEZ 5,47330,-102.920975,21.0605472,SIN SERVICIO
SSJ_190,ADSL,10 MB,SSJ,SAN MIGUEL DE HUENTITAN,N/D,N/D,CENTRO,GUADALAJARA,GUADALAJARA,IGNACIO CAMARENA # 3441,44300,-103.3461111,20.6763889,SUSPENDIDO
SSJ_627,ADSL,2 MB,SSJ,LA VENTA DEL ASTILLERO,N/D,N/D,CENTRO,ZAPOPAN,LA VENTA DEL ASTILLERO,LAZARO CARDENAS # 111,45220,-103.5430556,20.7291667,SUSPENDIDO
1402030K,ADSL,10 MB,SEJ,FRAY ANTONIO DE SEGOVIA,MATUTINO,PRIMARIA,ALTOS ORTE,SAN JUAN DE LOS LAGOS,SAN JUAN DE LOS LAGOS,JUAN DE LA BARRERA 45,47070,-102.3364167,21.2366944,SUSPENDIDO
14FMB0026H,ADSL,2 MB,SEJ,CENTRO DE MAESTROS 1425,N/D,CMAESTRO,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,PRIMERO DE MAYO 215,49000,-103.4629278,19.7033806,SUSPENDIDO
1403218C, iMAX,2 MB,SEJ,12 de octubre,,,ALTOS SUR,Tepatitln de Morelos,LOS CERRITOS,CONOCIDO,,-102.7682222,20.9265554,SIN SERVICIO
1407932C, iMAX,2 MB,SEJ,IGNACIO ZARAGOZA,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,DOMINGO LOAEZA ENTRE VIVIANO DAVALOS Y VICENTE RAMIREZ ,44970,-103.3538889,20.6247222,SIN SERVICIO
1411178E,ADSL,10 MB,SEJ,PREPARATORIA REGIONAL DE ZAPOTILTIC,MATUTINO,BACHILLERATO,SUR,ZAPOTILTIC,ZAPOTILTIC,PROLONGACION MARIANO ESCOBEDO 270,49600,-103.4093111,19.6277222,SUSPENDIDO
1404890J, iMAX,2 MB,SEJ,FEDERICO FROEBEL,MATUTINO,PREESCOLAR,SUR,SAYULA,SAYULA,PEDRO MORENO 215,49313,-103.5968306,19.8758083,SIN SERVICIO
1409999K, iMAX,2 MB,SEJ,MIGUEL HIDALGO,MATUTINO,PREESCOLAR,CENTRO,ZAPOPAN,EL QUEMADO,NICOLAS BRAVO 31,45200,-103.4290417,20.7963889,ACTIVO
SSJ_555,ADSL,2 MB,SSJ,UNION DE TULA,N/D,N/D,SIERRA DE AMULA,UNIîN DE TULA,UNIîN DE TULA,AV. MEXICO ORTE # 280 UNION DE TULA,48000,-104.2677778,19.9544444,SUSPENDIDO
1408954J, iMAX,2 MB,SEJ,IGNACIO VILLASEÑOR VILLASEÑOR,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZUÑIGA,TLAJOMULCO DE ZUÑIGA,CHARRERIA 60,45645,-103.2591944,20.4730833,ACTIVO
SC_074,ADSL,10 MB,SC,LIC CARLOS RAMIREZ LADE ING,08:00 A 20:00,ESTATAL,SUR,GOMEZ FARIAS,GîMEZ FARIAS,MORELOS #. 5,49120,-103.478751,19.796153,SUSPENDIDO
PP_035_01, iMAX,2 MB,GOB,N/D,N/D,N/D,ALTOS ORTE,ENCARNACION DE DIAZ,N/D,N/D,N/D,102 14 24.88  ,21 31 35.43 ,SIN SERVICIO
CDIND_003,INALAMBRICA,2 MB,CDI,ALBERGUE ESCOLAR INDIGENA,N/D,N/D,NORTE,BOLAÑOS,TUXPAN DE BOLAÑOS,"CONOCIDO, ALBERGUE ESCOLAR INDIGENA",N/D,-103.013056,21.874722,SUSPENDIDO
1408757X,ADSL,10 MB,SEJ,J CLEMENTE OROZCO,MATUTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,RONDALLA 1456,44700,-103.29955,20.699975,SUSPENDIDO
 108SP, iMAX,2 MB,GOB,N/D,N/D,N/D,COSTA ORTE,PUERTO VALLARTA,N/D,N/D,N/D,105 13 32.5  ,20 38 53.7 ,SIN SERVICIO
UDG_223, iMAX,2 MB,UDG,ESC. PREPA. MODULO SAN DIEGO DE A.,N/D,ESC. PREPA. MODULO SAN DIEGO DE A.,ALTOS ORTE,SAN DIEGO DE ALEJANDRIA,N/D,MARCOS RIVERA S/N,N/D,-101.99,20.991667,SIN SERVICIO
1402633G, iMAX,2 MB,SEJ,LAZARO CARDENAS DEL RIO,MATUTINO,PREESCOLAR,ALTOS SUR,SAN IGNACIO CERRO GORDO,LOS COYOTES,LAZARO CARDENAS DEL RIO 3,47190,-102.4506833,20.7363944,ACTIVO
SSJ_110,ADSL,10 MB,SSJ,HOSPITAL REGIONAL DE CIUDAD GUZMAN,N/D,N/D,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,LIC. CARLOS PAEZ STILLE Y GREGORIO T.,49070,-103.4625,19.7027778,SUSPENDIDO
SSJ_497,ADSL,10 MB,SSJ,CENTRO DE SALUD TULIPANES,N/D,N/D,CENTRO,TLAJOMULCO DE ZUÑIGA,LA TIJERA,"CRISANTEMO ESQUINA CON CALLE HORTENCIA, COL. TULIPANES LA CALERA",45640,103¡25'54.59, 20¡35'1.15 ,SUSPENDIDO
JCSSA006593, iMAX,2 MB,SSJ,ESTACIîN PEDRITO,N/D,N/D,ALTOS ORTE,UNIîN DE SAN ANTONIO,ESTACIîN PEDRITO,JUNTO A LA BODEGA CONASUPO,47570,-101.9138889,21.1344444,SIN SERVICIO
1407280X,ADSL,2 MB,SEJ,INDEPENDENCIA,VESPERTINO,SECUNDARIA,VALLES,SAN MARTIN HIDALGO,EL TEPEHUAJE DE MORELOS,PROL REFORMA 500,46785,-103.9126667,20.4341833,SUSPENDIDO
1410393G, iMAX,2 MB,SEJ,FRANCISCO MEDINA ASCENCIO,MATUTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,AGUSTIN MELGAR,45590,-103.2647222,20.6180556,ACTIVO
1403734G,ADSL,10 MB,SEJ,15 DE MAYO,MATUTINO,PRIMARIA,CIENEGA,JOCOTEPEC,JOCOTEPEC,MORELOS 632,45800,-103.4174667,20.2874861,SUSPENDIDO
1409092G, iMAX,2 MB,SEJ,NETZAHUALCOYOTL,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZUÑIGA,LA ALAMEDA,20 DE OVIEMBRE 10,45679,-103.2488333,20.4979167,ACTIVO
1410337K, iMAX,2 MB,SEJ,JOSE GUADALUPE MEJIA LOPEZ,VESPERTINO,PRIMARIA,CENTRO,EL SALTO,LAS PINTAS,FRANCISCO I MADERO 42 ENTRE PEDRO MORENO Y MONTES DE OCA ,45690,-103.3254333,20.5506167,SIN SERVICIO
1412377X, iMAX,2 MB,SEJ,N/C,MATUTINO,SECUNDARIA,CENTRO,TLAJOMULCO DE ZUÑIGA,HACIENDA SANTA FE,BLVD. RIO DE JANEIRO SN COL.CHULAVISTA,45655,-103.3637778,20.5072778,SIN SERVICIO
1406349J, iMAX,2 MB,SEJ,ROSARIO CASTELLANOS,VESPERTINO,PREESCOLAR,COSTA ORTE,PUERTO VALLARTA,IXTAPA,FRANCISCO I MADERO 263,48280,-105.2047361,20.7184444,SIN SERVICIO
1410907K, iMAX,2 MB,SEJ,HERMENEGILDO GALEANA,VESPERTINO,PRIMARIA,CENTRO,TONALA,TONALA,"OJUELOS 5, COL JALISCO",45400,-103.2594444,20.685,SIN SERVICIO
1402085H,ADSL,2 MB,SEJ,ALBA Y MAZUCA,MATUTINO,PRIMARIA,ALTOS ORTE,TEOCALTICHE,TEOCALTICHE,MAZUCA 49,47200,-102.5750444,21.4363056,SUSPENDIDO
1408942K, iMAX,2 MB,SEJ,VENUSTIANO CARRANZA,MATUTINO,PRIMARIA,CENTRO,IXTLAHUACAN DEL RIO,TREJOS,BENITO JUAREZ 102 ENTRE EMILIANO ZAPATA Y MARIANO ARISTA,45280,-103.1925833,20.7895556,ACTIVO
1410067C, iMAX,2 MB,SEJ,NARCISO MENDOZA,MATUTINO,PREESCOLAR,CENTRO,IXTLAHUACAN DEL RIO,EL ANCON,EL ANCAN,45260,-103.2856111,20.8238333,ACTIVO
1403556F,ADSL,2 MB,SEJ,ADOLFO RUIZ CORTINEZ,MATUTINO,PRIMARIA,CIENEGA,LA BARCA,LA BARCA,LOMAS DE SAN LUIS 125,47910,-102.552875,20.2965611,SUSPENDIDO
1405255K, iMAX,2 MB,SEJ,MIGUEL BRIZUELA,MATUTINO,PRIMARIA,SUR,TAPALPA,LA BARRANCA DEL REFUGIO,CONOCIDO,49340,-103.744325,19.8817056,SIN SERVICIO
1404419D,ADSL,2 MB,SEJ,JOSE MARIA VIGIL,MATUTINO,PRIMARIA,SURESTE,TAMAZULA DE GORDIANO,SAN VICENTE (VICENTE GUERRERO),VICENTE GUERRERO 1,49650,-103.2507028,19.6489417,SUSPENDIDO
1410014C,ADSL,10 MB,SEJ,MANUEL M DIEGUEZ,MATUTINO,PRIMARIA,CENTRO,ZAPOPAN,TESISTAN (SAN FRANCISCO TESISTAN),HIDALGO 152,45200,-103.4938361,20.8035528,SUSPENDIDO
1410619G, iMAX,2 MB,SEJ,KUKULCAN,VESPERTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,PRIVADA UEVO MEXICO 97,45590,-103.3329444,20.6127778,ACTIVO
1409583C, iMAX,2 MB,SEJ,NIÑOS HEROES,VESPERTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,"JARDINES TAPATIOS 4930, COL. LOMAS DE LA PRIMAVERA",45066,-103.4790083,20.6412806,ACTIVO
SSJ_013,ADSL,10 MB,SSJ,HOSPITAL REGIONAL DE AMECA,N/D,N/D,VALLES,AMECA,AMECA,CARDENAL SALAZAR SN.,46600,-104.0472222,20.5477778,SUSPENDIDO
1400586E, iMAX,2 MB,SEJ,EL PORTEZUELO,MATUTINO,PREESCOLAR,COSTA ORTE,TOMATLAN,EL PORTEZUELO,CONOCIDO,48460,-105.477425,20.0291944,SIN SERVICIO
1408502J,ADSL,10 MB,SEJ,JALISCO,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,MONTE COLLI 477,44240,-103.3292694,20.7098639,SUSPENDIDO
1410695G, iMAX,2 MB,SEJ,MELCHOR OCAMPO,VESPERTINO,PRIMARIA,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,ZARAGOZA 127 ENTRE ARENAL Y TANQUE ,45601,-103.3971111,20.6002778,SIN SERVICIO
1405002X, iMAX,2 MB,SEJ,CUAUHTEMOC,MATUTINO,PRIMARIA,SUR,TUXPAN,TUXPAN,AVENIDA ANSELMO VILLALOBOS 1,49800,-103.3886333,19.5581472,ACTIVO
SC_211,ADSL,10 MB,SC,GOBERNADOR. FLAVIO ROMERO DE VELASCO ,08:00 A 19:30 ,MUNICIPAL,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,CONSTITUCIîN #. 159,45500,-103.312636,20.640961,SUSPENDIDO
1412116B,ADSL,2 MB,SEJ,ESCUELA REGIONAL DE PUERTO VALLARTA,DISCONTINUO,BACHILLERATO,COSTA ORTE,PUERTO VALLARTA,PUERTO VALLARTA,21 DE MARZO 500,48290,-105.2160611,20.66275,SUSPENDIDO
1407697J,ADSL,10 MB,SEJ,LUCIO I GUTIERREZ,MATUTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,AVENIDA LA PAZ 1225,44100,-103.3540667,20.6695083,SUSPENDIDO
1412251B, iMAX,2 MB,SEJ,ELIAS ANDINO VALLARTA,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZUÑIGA,JARDINES DE SAN SEBASTIAN,LOMA DE IBIZA S/N COL. LOMAS DEL SUR.,45650,-103.4148889,20.4919444,ACTIVO
023IEE,ADSL,2 MB,INEEJAD,TIZAPAN EL ALTO-BIBLIOTECA,N/D,N/D,CIENEGA,TIZAPAN EL ALTO,N/D,"FRANCISCO I. MADERO 9, COL. CENTRO C.P. 49400, , TIZAPAN EL ALTO, C.P. ",49400,-103.04696,20.15928,SUSPENDIDO
1401948D,N/D,N/D,SEJ,ESC. SEC. TEC. O. 111,MATUTINO,SECUNDARIA,ALTOS ORTE,LAGOS DE MORENO,PASO DE CUARENTA (SAN MIGUEL DE CUARENTA),CARR. LAGOS-SN.L. POTOSI S/N,47525,-101.7520556,21.5030306,SUSPENDIDO
1410536X, iMAX,2 MB,SEJ,ERVIRO RAFAEL SALAZAR ALCAZAR,MATUTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,JARDINEROS 193,45590,-103.3455,20.5861111,ACTIVO
SSJ_276, iMAX,2 MB,SSJ,EX-HDA. DE ZAPOTLANEJO,N/D,N/D,CENTRO,JUANACATLAN,EX-HACIENDA DE ZAPOTLANEJO,19 DE DICIEMBRE # S/N,45880,-103.1661111,20.4563889,SIN SERVICIO
1410719H, iMAX,2 MB,SEJ,AURELIO ACEVES PEÑA,VESPERTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,SAN MARTIN DE LAS FLORES DE ABAJO,AVILA CAMACHO,45620,-103.2851389,20.6054444,SIN SERVICIO
SC_157,ADSL,2 MB,SC,MARIA GUADALUPE URZUA FLORES,09:00 A 13:00 Y 16:00 A 18:00 ,MUNICIPAL,VALLES,SAN MARTIN HIDALGO,TEPEHUAJE,HIDALGO #. 1,46785,-103.907777,20.433754,SUSPENDIDO
SC_185,ADSL,2 MB,SC,JOSE VASCONCELOS,10:00 A 13:00 Y 16:00 A 19:00,MUNICIPAL,ALTOS SUR,TEPATITLAN DE MORELOS,CAPILLA MILPILLAS,FRANCISCO SARABIA #  35,47720,-102.842985,20.66418,SUSPENDIDO
